,year,actual,synthetic,effect,park_code
328,2018,106.45019701396521,104.83794026070771,1.6122567532574976,HOSP
329,2019,102.8545246200445,108.36305896076603,-5.508534340721525,HOSP
330,2020,104.65244458144585,76.87239536282277,27.780049218623077,HOSP
331,2021,181.4865507813547,121.7894716066939,59.697079174660814,HOSP
332,2022,129.38439837027903,102.63430481810103,26.750093552178,HOSP
333,2023,154.7109121612566,110.5868099997083,44.12410216154831,HOSP
334,2024,174.30307985096633,111.21557722956396,63.087502621402365,HOSP
335,2025,177.02810464524083,114.89982914556343,62.1282754996774,HOSP
336,2010,100.0,100.00000126430466,-1.2643046574112304e-06,INDU
337,2011,85.71481872070844,86.2300988210841,-0.5152801003756622,INDU
338,2012,80.19782152660653,82.31709340638793,-2.119271879781394,INDU
339,2013,81.56818103943867,85.20970104883229,-3.6415200093936164,INDU
340,2014,68.46414199291101,78.99182203486605,-10.527680041955037,INDU
341,2015,73.7227072157648,80.97789883463751,-7.255191618872715,INDU
342,2016,72.38211991883074,87.47574240182007,-15.093622482989332,INDU
343,2017,109.31443952471056,90.63573908660014,18.678700438110425,INDU
344,2018,78.65248361957046,88.3998600416463,-9.747376422075845,INDU
345,2019,95.09337130369563,91.25159545523783,3.8417758484578,INDU
346,2020,105.39790833050967,56.801776297599446,48.59613203291022,INDU
347,2021,129.05547454703972,95.52663781310744,33.52883673393228,INDU
348,2022,133.70062552110895,84.5521374961133,49.14848802499564,INDU
349,2023,129.9790985338516,88.71262552383628,41.26647301001533,INDU
350,2024,118.613193431838,86.74705663221941,31.866136799618587,INDU
351,2025,114.4092194882377,88.64153067599382,25.767688812243875,INDU
352,2010,100.0,100.00002581321827,-2.5813218272219274e-05,JEFF
353,2011,92.92768669352445,95.2858637744811,-2.3581770809566507,JEFF
354,2012,101.42255684869943,74.27179552891779,27.150761319781637,JEFF
355,2013,102.17007484734677,82.65694792688123,19.513126920465538,JEFF
356,2014,66.06064907739231,77.78564830288717,-11.724999225494855,JEFF
357,2015,60.832186201799146,80.84059777091238,-20.008411569113235,JEFF
358,2016,52.28585721607727,83.36058228043822,-31.074725064360955,JEFF
359,2017,52.58928687206065,81.221200844841,-28.631913972780346,JEFF
360,2018,84.86639472198924,85.33935049233186,-0.4729557703426224,JEFF
361,2019,83.04240439679535,79.9892410965601,3.053163300235255,JEFF
362,2020,10.128585653359941,53.95192867570611,-43.823343022346165,JEFF
363,2021,46.28080278505565,102.70600116459357,-56.425198379537925,JEFF
364,2022,66.05798741374332,81.18434938855502,-15.1263619748117,JEFF
365,2023,80.93395730009028,84.41790787060425,-3.4839505705139686,JEFF
366,2024,90.36921369678464,83.2407828045644,7.128430892220237,JEFF
367,2025,80.62704700702747,82.40307437080237,-1.776027363774901,JEFF
368,2010,100.0,100.00000293659693,-2.936596928293511e-06,JOTR
369,2011,94.25469336268092,99.48658800132853,-5.231894638647603,JOTR
370,2012,94.97197175937546,103.6217999763564,-8.649828216980936,JOTR
371,2013,100.70601561343553,101.13007553775104,-0.42405992431551454,JOTR
372,2014,109.28471672491133,105.71873854305592,3.5659781818554137,JOTR
373,2015,142.69270622156148,126.43444177070215,16.25826445085933,JOTR
374,2016,181.82186781997567,173.10833710539126,8.713530714584408,JOTR
375,2017,176.95151854497712,180.51129645437956,-3.5597779094024418,JOTR
376,2018,185.07069809948578,185.34973412200762,-0.27903602252183646,JOTR
377,2019,195.5614980145322,185.8461370928169,9.715360921715302,JOTR
378,2020,203.97704966565624,119.9217738772697,84.05527578838654,JOTR
379,2021,190.83080725194523,136.37437972312856,54.456427528816675,JOTR
380,2022,191.1188127095682,147.35363727709262,43.76517543247559,JOTR
381,2023,226.1164636147742,158.7579740941322,67.358489520642,JOTR
382,2024,191.73762220119838,153.86783343000826,37.869788771190116,JOTR
383,2025,188.80575882197724,121.08255992171256,67.72319890026468,JOTR
384,2010,100.0,100.00000061900406,-6.190040551246057e-07,KICA
385,2011,91.33580368202982,95.27035128570294,-3.934547603673124,KICA
386,2012,95.33312331809833,89.96731470567329,5.365808612425042,KICA
387,2013,96.90903848618171,96.80097405571772,0.1080644304639975,KICA
388,2014,81.00225321430096,83.60422791704048,-2.6019747027395113,KICA
389,2015,73.52980436546922,80.19445980893046,-6.664655443461243,KICA
390,2016,101.10631754303532,97.84547934615667,3.2608381968786517,KICA
391,2017,113.44747127418735,109.36367407138634,4.0837972028010086,KICA
392,2018,111.69802656870702,107.98918893240504,3.708837636301979,KICA
393,2019,103.38809747554569,111.20714421585612,-7.8190467403104265,KICA
394,2020,80.42746999273845,80.4312504102743,-0.0037804175358502334,KICA
395,2021,86.40756481995643,118.1232359870968,-31.71567116714037,KICA
396,2022,103.086156080475,119.63899036598718,-16.552834285512176,KICA
397,2023,108.03388364444064,133.11068125143842,-25.076797606997786,KICA
398,2024,110.42458673273248,124.68890767241732,-14.264320939684836,KICA
399,2025,120.7949788560933,131.20513853123828,-10.410159675144982,KICA
400,2010,100.0,100.0000002284735,-2.284734961222057e-07,LAVO
401,2011,95.7493459842175,100.5408048965783,-4.791458912360795,LAVO
402,2012,109.83087098035979,103.71031625418665,6.12055472617314,LAVO
403,2013,122.0822283546793,122.29278215810001,-0.21055380342070862,LAVO
404,2014,115.26862195555205,115.4226810757181,-0.15405912016605328,LAVO
405,2015,124.59529969891949,123.4330628517137,1.16223684720579,LAVO
406,2016,139.55781714831176,138.75853089046444,0.7992862578473137,LAVO
407,2017,137.01854928713178,135.85685905217278,1.1616902349589964,LAVO
408,2018,127.94091788289082,126.79866832727636,1.1422495556144554,LAVO
409,2019,123.06944230127431,126.02110317060938,-2.951660869335072,LAVO
410,2020,146.1001281117335,101.33459221038783,44.765535901345686,LAVO
411,2021,81.18049400171533,124.95819736882716,-43.777703367111826,LAVO
412,2022,117.91124045890555,120.18502883636853,-2.273788377462978,LAVO
413,2023,110.97921144895446,125.82438959196146,-14.845178143007004,LAVO
414,2024,85.4537559704733,124.9166235125376,-39.4628675420643,LAVO
415,2025,135.39149438569166,133.07710919876675,2.314385186924909,LAVO
416,2010,100.0,100.00000000020637,-2.063700321741635e-10,MACA
417,2011,94.87421394801152,94.75114094665726,0.12307300135425692,MACA
418,2012,95.80346660897261,95.17469233815376,0.6287742708188517,MACA
419,2013,102.52068651200403,102.53684489188603,-0.016158379882000418,MACA
420,2014,100.94166634154647,101.67529668506442,-0.7336303435179587,MACA
421,2015,115.607897938265,114.79981461532843,0.808083322936568,MACA
422,2016,113.13402873589718,113.61525846132012,-0.4812297254229492,MACA
423,2017,114.68751219200772,114.26421017544955,0.4233020165581678,MACA
424,2018,100.4302227014297,100.24181822005585,0.18840448137385124,MACA
425,2019,104.75585837054481,105.28127788857668,-0.5254195180318675,MACA
426,2020,50.14453070967239,73.22897951008152,-23.084448800409128,MACA
427,2021,91.1745824569866,96.48052943576913,-5.305946978782529,MACA
428,2022,113.85331285667164,94.36261287778142,19.49069997889022,MACA
429,2023,104.9480930813238,96.52287932833588,8.42521375298793,MACA
430,2024,118.2459824009477,98.60386459851148,19.642117802436218,MACA
431,2025,119.61858079710017,99.63216569324477,19.986415103855393,MACA
432,2010,100.0,100.0000000019356,-1.935603677338804e-09,MEVE
433,2011,102.55693368737546,102.17773187171984,0.3792018156556196,MEVE
434,2012,81.93807943861904,81.42567158676555,0.5124078518534958,MEVE
435,2013,83.08302756207867,85.24541895424551,-2.162391392166839,MEVE
436,2014,84.11478594339007,85.07033160778612,-0.9555456643960412,MEVE
437,2015,93.02640759350075,92.18534778267741,0.8410598108233387,MEVE
438,2016,97.8998408818259,97.54580670798734,0.3540341738385564,MEVE
439,2017,101.53295553224275,101.1258539415317,0.4071015907110507,MEVE
440,2018,90.4895519091671,90.82534168624274,-0.3357897770756324,MEVE
441,2019,95.21867455062919,95.41024001489565,-0.1915654642664606,MEVE
442,2020,50.04793623226234,69.8969093865422,-19.848973154279868,MEVE
443,2021,91.1589023355737,115.31149945724125,-24.152597121667554,MEVE
444,2022,76.96325223493271,89.4233843015239,-12.460132066591186,MEVE
445,2023,82.02315997650874,103.30147252166637,-21.278312545157632,MEVE
446,2024,74.5825030242492,100.23288788580591,-25.650384861556702,MEVE
447,2025,70.647465403091,100.67039248951751,-30.022927086426506,MEVE
448,2010,100.0,100.00000011010111,-1.1010111222731211e-07,OLYM
449,2011,108.97600687929605,105.75412778549571,3.2218790938003394,OLYM
450,2012,103.90016241531723,105.20928357062927,-1.3091211553120417,OLYM
451,2013,117.00346553542467,118.25408225462465,-1.2506167191999822,OLYM
452,2014,125.90135998910479,117.82063857895082,8.08072141015397,OLYM
453,2015,124.54885572049707,122.34469927778663,2.204156442710442,OLYM
454,2016,126.38365356801577,126.02884306292633,0.35481050508944634,OLYM
455,2017,123.03916989227463,125.12407140373907,-2.0849015114644374,OLYM
456,2018,110.0775721667644,109.50462794671604,0.5729442200483561,OLYM
457,2019,121.25935463829107,121.19587918015232,0.06347545813875399,OLYM
458,2020,98.45801119461362,93.61526466425784,4.842746530355782,OLYM
459,2021,105.81138437954085,128.82948617523795,-23.018101795697092,OLYM
460,2022,90.83946095673089,122.02223888916197,-31.18277793243108,OLYM
461,2023,93.86389753990882,120.78909904988123,-26.92520150997241,OLYM
462,2024,118.20497871042464,120.96470020521613,-2.759721494791492,OLYM
463,2025,111.50565639762151,122.79341507361937,-11.287758675997864,OLYM
464,2010,100.0,100.00000110820802,-1.108208024902524e-06,PEFO
465,2011,92.58731332074815,95.16062681922251,-2.573313498474363,PEFO
466,2012,101.582374474677,97.34281099088457,4.239563483792423,PEFO
467,2013,105.61385115136666,109.02736288029391,-3.413511728927247,PEFO
468,2014,113.94068083627593,105.52869951559899,8.411981320676944,PEFO
469,2015,118.67072297991771,103.06535202719554,15.605370952722168,PEFO
470,2016,97.53293300309525,105.13533568451074,-7.602402681415484,PEFO
471,2017,84.6610102104826,88.67704924211323,-4.016039031630626,PEFO
472,2018,90.58939252487829,88.10529234498323,2.4841001798950657,PEFO
473,2019,88.58646514682539,101.60583105394956,-13.019365907124168,PEFO
474,2020,48.89339808512957,66.36917096357764,-17.475772878448076,PEFO
475,2021,77.6014348275527,103.04413439553188,-25.44269956797919,PEFO
476,2022,56.72339811458005,108.92570505307731,-52.20230693849726,PEFO
477,2023,56.176502637290795,104.02169073575793,-47.84518809846713,PEFO
478,2024,65.7455537132642,98.21629772283963,-32.47074400957543,PEFO
479,2025,42.27410742947345,91.67720572654076,-49.40309829706731,PEFO
480,2010,100.0,100.00003311472072,-3.311472072198285e-05,PINN
481,2011,209.23713690889264,104.50455645973683,104.7325804491558,PINN
482,2012,72.5847625656786,90.33542278087587,-17.75066021519727,PINN
483,2013,96.00723703777139,98.8459407201496,-2.8387036823782097,PINN
484,2014,75.38539704570239,84.51159837943929,-9.126201333736901,PINN
485,2015,72.9143947655398,77.15063435712626,-4.236239591586468,PINN
486,2016,82.51957965698423,91.43957086068463,-8.919991203700391,PINN
487,2017,86.5817388718152,94.02048805773404,-7.438749185918837,PINN
488,2018,84.60766332903738,97.19780004147582,-12.590136712438436,PINN
489,2019,78.11663527312382,99.93331247568736,-21.81667720256354,PINN
490,2020,43.679984137999405,52.81971657038781,-9.139732432388406,PINN
491,2021,132.6174779419054,103.04359746719702,29.57388047470839,PINN
492,2022,92.98478239317934,97.59900121611851,-4.614218822939165,PINN
493,2023,134.87409537027858,116.73823825290414,18.135857117374442,PINN
494,2024,130.91479131555468,108.46352462365557,22.451266691899107,PINN
495,2025,128.51814216318033,124.32552426356155,4.1926178996187815,PINN
496,2010,100.0,100.00000001307431,-1.3074313187644293e-08,REDW
497,2011,95.06779926175547,94.08846482434126,0.9793344374142094,REDW
498,2012,85.48541903622304,90.92243820383514,-5.437019167612107,REDW
499,2013,94.34393062361791,95.5574474939139,-1.2135168702959902,REDW
500,2014,98.23979839920172,100.7717144151569,-2.5319160159551757,REDW
501,2015,116.04688233329246,109.34247172396282,6.704410609329642,REDW
502,2016,115.0972275662031,111.5548528942638,3.5423746719392994,REDW
503,2017,94.59043495541358,101.16137479681117,-6.570939841397589,REDW
504,2018,106.8264364268288,106.71889025667961,0.10754617014919177,REDW
505,2019,108.53040290562224,107.77020860590444,0.7601942997177957,REDW
506,2020,54.27534914399996,76.85080099551814,-22.57545185151818,REDW
507,2021,95.40732409611556,111.84186669121091,-16.43454259509535,REDW
508,2022,100.7314794065292,95.7362300103067,4.995249396222505,REDW
509,2023,83.26730287052814,100.00071714118155,-16.733414270653412,REDW
510,2024,134.2865116043077,98.98235627929809,35.3041553250096,REDW
511,2025,302.4024658889589,88.4180856408364,213.98438024812248,REDW
512,2010,100.0,100.000000042465,-4.2465003957659064e-08,ROMO
513,2011,109.4120562565681,106.68072877816118,2.731327478406925,ROMO
514,2012,105.65952217692347,101.22426855614077,4.435253620782703,ROMO
515,2013,102.03443739705303,104.2660664693053,-2.231629072252275,ROMO
516,2014,111.18880011328827,110.57663675334878,0.6121633599394869,ROMO
517,2015,134.02444455210144,130.4121943384322,3.612250213669256,ROMO
518,2016,144.2867683776673,143.88608278628158,0.4006855913857237,ROMO
519,2017,143.96320739951256,147.40398713124918,-3.440779731736626,ROMO
520,2018,150.71890535212526,148.005278071695,2.7136272804302735,ROMO
521,2019,151.60574006305387,152.21468924244982,-0.6089491793959496,ROMO
522,2020,106.91673312414753,126.11593105681544,-19.199197932667914,ROMO
523,2021,132.46039568908336,150.56712379753503,-18.106728108451676,ROMO
524,2022,128.38630367217954,134.12062329351988,-5.734319621340347,ROMO
525,2023,119.36470064320903,144.88582564180456,-25.521124998595525,ROMO
526,2024,122.96095095065252,150.28177873430812,-27.320827783655602,ROMO
527,2025,122.83261658629658,144.44693610512786,-21.61431951883128,ROMO
528,2010,100.0,100.00000011233216,-1.1233215957417997e-07,SAGU
529,2011,86.32497212541111,92.9990541652692,-6.674082039858092,SAGU
530,2012,98.40536314102789,97.11859674438634,1.2867663966415535,SAGU
531,2013,96.12560745566363,94.2214356863227,1.9041717693409197,SAGU
532,2014,98.86818650379024,98.66847509736013,0.19971140643011154,SAGU
533,2015,105.57842401632504,105.06129862382596,0.5171253924990822,SAGU
534,2016,111.32304369473293,113.91754098548445,-2.5944972907515194,SAGU
535,2017,137.65138180823686,134.54273771072243,3.1086440975144285,SAGU
536,2018,130.18029073722153,130.37168950552865,-0.1913987683071241,SAGU
537,2019,136.15071211685589,135.66484323385544,0.4858688830004496,SAGU
538,2020,66.08977370742551,85.19172638101895,-19.101952673593445,SAGU
539,2021,94.31358386569707,95.84706140011922,-1.533477534422147,SAGU
540,2022,105.94657896397692,104.74591704390471,1.200661920072207,SAGU
541,2023,119.17421092122886,103.304224696724,15.869986224504856,SAGU
542,2024,111.38966220906994,112.04094217298388,-0.6512799639139359,SAGU
543,2025,102.66193558340287,108.20038087807507,-5.538445294672201,SAGU
544,2010,100.0,100.0,0.0,SHEN
545,2011,93.08648175750113,93.08646867642882,1.308107231068334e-05,SHEN
546,2012,93.9697686475277,93.96951599638685,0.0002526511408547094,SHEN
547,2013,97.81462640139978,97.8143129823167,0.0003134190830849093,SHEN
548,2014,101.42861771758149,101.42906720361361,-0.0004494860321244687,SHEN
549,2015,104.30934482535157,104.30919071789403,0.00015410745754707023,SHEN
550,2016,109.77334586222538,109.77350654211114,-0.00016067988575230174,SHEN
551,2017,114.48350722571448,114.4836162430131,-0.00010901729862666798,SHEN
552,2018,99.46341779534703,99.46369247473963,-0.0002746793926036162,SHEN
553,2019,114.97586028125201,114.97585454158713,5.73966488559563e-06,SHEN
554,2020,137.65796124684078,88.82158313651726,48.83637811032352,SHEN
555,2021,111.31423757371526,119.79394469862261,-8.47970712490735,SHEN
556,2022,106.92858531527445,111.0311878664893,-4.102602551214858,SHEN
557,2023,108.09992871492452,110.70731596687311,-2.6073872519485946,SHEN
558,2024,113.70909208735662,107.92822766021567,5.780864427140955,SHEN
559,2025,117.2681614930983,116.02731594775553,1.2408455453427791,SHEN
560,2010,100.0,100.0000000232745,-2.3274495219993696e-08,THRO
561,2011,97.73088544318685,100.941652211757,-3.210766768570153,THRO
562,2012,106.71998056300095,101.644269249812,5.075711313188947,THRO
563,2013,109.63889054022968,111.44275796863275,-1.8038674284030662,THRO
564,2014,113.68344055560868,107.93830129948506,5.745139256123622,THRO
565,2015,106.23121240866291,111.46710485100091,-5.235892442337999,THRO
566,2016,141.28036061836536,138.83427485474044,2.4460857636249216,THRO
567,2017,133.891716271508,135.97861710458474,-2.0869008330767542,THRO
568,2018,142.51481683471573,139.8391641510476,2.675652683668119,THRO
569,2019,137.03472037343852,138.33392792465187,-1.2992075512133567,THRO
570,2020,113.06879715475418,105.74278704040516,7.3260101143490175,THRO
571,2021,158.70154643038995,118.3277347461365,40.373811684253454,THRO
572,2022,136.1667756551587,132.6470787154041,3.5196969397545956,THRO
573,2023,147.73670103465835,137.93256182811035,9.804139206548001,THRO
574,2024,145.27993672636478,124.97816128110627,20.301775445258514,THRO
575,2025,146.70204269419554,132.0135120602754,14.688530633920152,THRO
576,2010,100.0,100.00000009269017,-9.269017198221263e-08,VOYA
577,2011,70.76546008495963,77.35200660640056,-6.586546521440937,VOYA
578,2012,79.94003419697651,78.87638924048164,1.0636449564948691,VOYA
579,2013,84.54693849872366,82.94088448538189,1.606054013341776,VOYA
580,2014,86.23838102019366,83.41281878615244,2.8255622340412145,VOYA
581,2015,86.72711684612814,87.87824100045124,-1.1511241543230994,VOYA
582,2016,88.45585635332355,89.2912800283191,-0.835423674995539,VOYA
583,2017,87.72057292045086,86.72600232019435,0.9945706002565089,VOYA
584,2018,87.32241548842097,87.21625235008179,0.10616313833918412,VOYA
585,2019,85.01823677289042,85.95423991456566,-0.9360031416752435,VOYA
586,2020,101.36109779075906,61.19961026068637,40.16148753007269,VOYA
587,2021,89.69053189376656,95.53909019948652,-5.848558305719962,VOYA
588,2022,80.56730168417687,81.68079381263443,-1.1134921284575654,VOYA
589,2023,78.38567020745842,75.4587325945002,2.9269376129582128,VOYA
590,2024,76.09456965575366,73.79749853171121,2.2970711240424464,VOYA
591,2025,71.80590067376762,78.43262285971787,-6.626722185950243,VOYA
592,2010,100.0,100.0000000003257,-3.256985792177147e-10,WHSA
593,2011,90.43633690822224,91.95321582245975,-1.516878914237509,WHSA
594,2012,95.7886472219438,97.71459266513996,-1.9259454431961558,WHSA
595,2013,107.4304233069393,106.91461620963537,0.5158070973039344,WHSA
596,2014,109.40162373458955,106.72989487222175,2.6717288623678,WHSA
597,2015,109.56700410945174,109.76643840370481,-0.19943429425306647,WHSA
598,2016,114.70604612831737,115.59742130067286,-0.8913751723554952,WHSA
599,2017,118.96361631753032,119.23397100912791,-0.2703546915975892,WHSA
600,2018,122.5914046751974,122.20445066188667,0.3869540133107279,WHSA
601,2019,122.5089929059058,121.8587025124992,0.6502903934065927,WHSA
602,2020,77.03996970810643,106.03028350900036,-28.99031380089393,WHSA
603,2021,143.6253382780395,114.92015923946866,28.705179038570833,WHSA
604,2022,120.45705121780095,107.92034150971926,12.536709708081688,WHSA
605,2023,122.73117058122571,109.73965699304664,12.991513588179075,WHSA
606,2024,108.41658035704343,114.09342640679729,-5.676846049753863,WHSA
607,2025,122.95947345561457,110.62606227017508,12.333411185439488,WHSA
608,2010,100.0,100.00000001513158,-1.513157599219994e-08,WICA
609,2011,92.18943307881263,91.86729271529383,0.32214036351879827,WICA
610,2012,86.75279900206706,87.14854696948494,-0.39574796741787566,WICA
611,2013,89.54783085344269,91.26736566695152,-1.7195348135088295,WICA
612,2014,97.9938884292546,96.61284368737937,1.381044741875229,WICA
613,2015,104.75401311964181,104.33821287078703,0.4158002488547794,WICA
614,2016,108.1000084527173,107.917513755999,0.1824946967183081,WICA
615,2017,109.3471684677785,110.16121060241991,-0.8140421346414115,WICA
616,2018,118.28450821834649,114.73981266039617,3.5446955579503197,WICA
617,2019,107.34182532587786,110.41196486285487,-3.0701395369770097,WICA
618,2020,75.080877135912,84.00420917719191,-8.923332041279906,WICA
619,2021,124.19244531988411,120.00131331779151,4.191132002092601,WICA
620,2022,102.76480698348134,100.46537937843318,2.2994276050481517,WICA
621,2023,100.03688458454893,102.7814237672203,-2.7445391826713745,WICA
622,2024,78.03471761520669,104.45434939527037,-26.419631780063682,WICA
623,2025,103.0145463580315,101.5811887629038,1.4333575951276885,WICA
624,2010,100.0,100.00000000296197,-2.9619684482895536e-09,YELL
625,2011,94.27089958786344,94.38684813119376,-0.1159485433303189,YELL
626,2012,93.7896321314128,90.69340100870203,3.096231122710776,YELL
627,2013,88.93823903266451,91.53768202058248,-2.5994429879179677,YELL
628,2014,93.97155037971305,95.24365921558842,-1.2721088358753718,YELL
629,2015,107.7870035876777,106.42139724974436,1.3656063379333432,YELL
630,2016,110.4335985313118,110.56193767832717,-0.12833914701536742,YELL
631,2017,108.6437492621732,108.1414558487756,0.5022934133975951,YELL
632,2018,107.58360047704896,107.46662772683536,0.11697275021360554,YELL
633,2019,105.65970790397672,106.85412214931875,-1.1944142453420312,YELL
634,2020,106.20758824408504,71.92225580944509,34.285332434639955,YELL
635,2021,125.03516224995235,108.0028101429362,17.032352107016152,YELL
636,2022,74.28866956379844,94.9621899484435,-20.67352038464506,YELL
637,2023,114.53370817932307,94.35737884071328,20.17632933860979,YELL
638,2024,118.6297301442429,98.24838259204208,20.381347552200822,YELL
639,2025,118.53868926643094,96.25027295731837,22.288416309112563,YELL
640,2010,100.0,100.00000011686527,-1.1686526590892754e-07,ZION
641,2011,107.85772629390362,104.36197178100561,3.495754512898017,ZION
642,2012,110.09400757406995,106.42921120629977,3.6647963677701796,ZION
643,2013,106.2562560332665,105.91638789618787,0.33986813707862495,ZION
644,2014,114.18534194698151,113.67812236736282,0.5072195796186918,ZION
645,2015,132.7520605925596,130.58486671473852,2.167193877821063,ZION
646,2016,157.4354347664662,156.29315323325224,1.1422815332139464,ZION
647,2017,159.81473230860624,159.32781165513663,0.48692065346961044,ZION
648,2018,147.2292269993317,146.89823529291263,0.33099170641906994,ZION
649,2019,167.62924185044926,167.64358944355706,-0.014347593107800094,ZION
650,2020,133.51993762530628,127.35339021015332,6.166547415152962,ZION
651,2021,163.91200712853643,139.0724481076029,24.839559020933535,ZION
652,2022,146.98143610306676,133.0974953860648,13.883940717001963,ZION
653,2023,154.1033637781243,140.25004805434645,13.853315723777854,ZION
654,2024,158.69280463354866,137.2209395422578,21.47186509129085,ZION
655,2025,153.48533452142274,135.82541925543293,17.65991526598981,ZION
